Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,"('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Unnamed: 24_level_0', 'Match Report')","('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Unnamed: 35_level_0', 'Match Report')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Unnamed: 23_level_0', 'Ast')","('Unnamed: 24_level_0', 'xAG')","('Unnamed: 25_level_0', 'xA')","('Unnamed: 26_level_0', 'KP')","('Unnamed: 27_level_0', '1/3')","('Unnamed: 28_level_0', 'PPA')","('Unnamed: 29_level_0', 'CrsPA')","('Unnamed: 30_level_0', 'PrgP')","('Unnamed: 31_level_0', 'Match Report')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Unnamed: 23_level_0', 'Match Report')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Unnamed: 21_level_0', 'Int')","('Unnamed: 22_level_0', 'Tkl+Int')","('Unnamed: 23_level_0', 'Clr')","('Unnamed: 24_level_0', 'Err')","('Unnamed: 25_level_0', 'Match Report')","('For Arsenal', 'Poss')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Unnamed: 32_level_0', 'Match Report')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')","('Unnamed: 25_level_0', 'Match Report').1"
2024-05-04,12:30,Matchweek 36,Sat,Home,W,3.0,0.0,Bournemouth,3.3,0.5,55.0,60348.0,Martin Ødegaard,4-3-3,4-3-3,David Coote,Match Report,,3.0,24.0,8.0,33.3,0.08,0.25,14.0,0.0,1.0,1.0,3.3,2.5,0.11,-0.3,-0.5,Match Report,2.0,0.0,2.0,100.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,8.0,12.0,66.7,18.0,2.0,61.1,41.9,4.0,25.0,23.0,10.0,2.0,20.0,3.0,22.2,Match Report,400.0,495.0,80.8,6476.0,2620.0,227.0,254.0,89.4,132.0,159.0,83.0,34.0,52.0,65.4,2.0,2.3,2.0,20.0,32.0,20.0,1.0,51.0,Match Report,46.0,32.0,4.0,4.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,Match Report,18.0,8.0,10.0,5.0,3.0,11.0,18.0,61.1,7.0,6.0,2.0,4.0,10.0,28.0,13.0,0.0,Match Report,55.0,604.0,36.0,135.0,233.0,245.0,54.0,603.0,22.0,13.0,59.1,6.0,27.3,336.0,1839.0,896.0,17.0,20.0,8.0,13.0,8.0,396.0,51.0,Match Report,2.0,0.0,0.0,16.0,11.0,5.0,13.0,10.0,8.0,1.0,0.0,0.0,45.0,15.0,19.0,44.1,Match Report
2024-04-28,14:00,Matchweek 35,Sun,Away,W,3.0,2.0,Tottenham,1.0,2.3,38.0,61554.0,Martin Ødegaard,4-3-3,4-2-3-1,Michael Oliver,Match Report,,2.0,9.0,3.0,33.3,0.22,0.67,14.3,1.0,0.0,0.0,1.0,1.0,0.11,1.0,1.0,Match Report,2.0,2.0,0.0,50.0,0.0,1.3,-0.7,1.0,1.0,0.0,0.0,12.0,22.0,54.5,36.0,5.0,52.8,37.1,9.0,33.3,24.3,30.0,3.0,10.0,0.0,9.8,Match Report,292.0,374.0,78.1,4976.0,2185.0,147.0,167.0,88.0,106.0,122.0,86.9,31.0,60.0,51.7,2.0,1.0,0.8,7.0,18.0,9.0,1.0,32.0,Match Report,18.0,12.0,2.0,1.0,0.0,3.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Match Report,24.0,14.0,12.0,9.0,3.0,8.0,19.0,42.1,11.0,10.0,5.0,5.0,13.0,37.0,26.0,1.0,Match Report,38.0,499.0,89.0,193.0,187.0,123.0,25.0,499.0,23.0,9.0,39.1,12.0,52.2,206.0,1110.0,617.0,9.0,13.0,4.0,15.0,12.0,289.0,30.0,Match Report,1.0,0.0,0.0,16.0,12.0,4.0,15.0,13.0,14.0,0.0,1.0,0.0,40.0,13.0,9.0,59.1,Match Report
2024-04-23,20:00,Matchweek 29,Tue,Home,W,5.0,0.0,Chelsea,3.3,1.6,45.0,60238.0,Martin Ødegaard,4-3-3,4-2-3-1,Simon Hooper,Match Report,,5.0,27.0,10.0,37.0,0.19,0.5,16.3,0.0,0.0,0.0,3.3,3.3,0.13,1.7,1.7,Match Report,1.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,28.6,21.0,4.0,33.3,28.3,4.0,0.0,8.8,7.0,0.0,0.0,0.0,,Match Report,457.0,527.0,86.7,7060.0,2524.0,251.0,274.0,91.6,160.0,180.0,88.9,33.0,49.0,67.3,4.0,3.2,2.2,25.0,38.0,19.0,2.0,49.0,Match Report,50.0,43.0,0.0,3.0,2.0,0.0,2.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,Match Report,22.0,16.0,6.0,13.0,3.0,7.0,15.0,46.7,8.0,5.0,2.0,3.0,16.0,38.0,14.0,0.0,Match Report,45.0,632.0,47.0,160.0,259.0,221.0,54.0,632.0,13.0,6.0,46.2,6.0,46.2,330.0,1984.0,1063.0,32.0,11.0,21.0,14.0,7.0,455.0,49.0,Match Report,2.0,0.0,0.0,12.0,10.0,3.0,11.0,16.0,16.0,0.0,0.0,0.0,60.0,12.0,11.0,52.2,Match Report
2024-04-20,19:30,Matchweek 34,Sat,Away,W,2.0,0.0,Wolves,1.2,0.2,54.0,31621.0,Martin Ødegaard,4-3-3,4-4-2,Paul Tierney,Match Report,,2.0,24.0,9.0,37.5,0.08,0.22,17.8,0.0,0.0,0.0,1.2,1.2,0.05,0.8,0.8,Match Report,3.0,0.0,3.0,100.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,8.0,12.0,66.7,32.0,4.0,31.3,30.7,5.0,40.0,30.6,6.0,1.0,16.7,1.0,16.5,Match Report,495.0,577.0,85.8,8442.0,3124.0,243.0,268.0,90.7,211.0,236.0,89.4,35.0,50.0,70.0,1.0,0.7,1.1,17.0,39.0,18.0,1.0,61.0,Match Report,48.0,40.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,11.0,7.0,1.0,7.0,3.0,4.0,8.0,50.0,4.0,3.0,0.0,3.0,7.0,18.0,9.0,2.0,Match Report,54.0,667.0,40.0,155.0,290.0,224.0,51.0,667.0,14.0,5.0,35.7,7.0,50.0,361.0,1844.0,1014.0,19.0,9.0,9.0,10.0,16.0,492.0,61.0,Match Report,2.0,0.0,0.0,9.0,14.0,2.0,11.0,7.0,7.0,0.0,0.0,0.0,41.0,22.0,10.0,68.8,Match Report
2024-04-14,16:30,Matchweek 33,Sun,Home,L,0.0,2.0,Aston Villa,1.6,0.9,52.0,60350.0,Martin Ødegaard,4-3-3,4-2-3-1,David Coote,Match Report,,0.0,18.0,4.0,22.2,0.0,0.0,17.2,1.0,0.0,0.0,1.6,1.6,0.1,-1.6,-1.6,Match Report,2.0,2.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,4.0,8.0,50.0,23.0,5.0,34.8,32.9,4.0,0.0,11.8,11.0,0.0,0.0,3.0,22.5,Match Report,413.0,490.0,84.3,6438.0,2437.0,249.0,270.0,92.2,146.0,170.0,85.9,18.0,35.0,51.4,0.0,1.3,1.9,13.0,42.0,19.0,2.0,57.0,Match Report,27.0,23.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,21.0,14.0,8.0,9.0,4.0,11.0,21.0,52.4,10.0,12.0,5.0,7.0,5.0,26.0,19.0,1.0,Match Report,52.0,617.0,52.0,160.0,255.0,208.0,45.0,617.0,15.0,5.0,33.3,10.0,66.7,350.0,2009.0,1089.0,20.0,15.0,6.0,18.0,8.0,409.0,56.0,Match Report,3.0,0.0,0.0,12.0,6.0,5.0,13.0,5.0,14.0,0.0,0.0,0.0,49.0,12.0,6.0,66.7,Match Report
2024-04-06,17:30,Matchweek 32,Sat,Away,W,3.0,0.0,Brighton,3.4,0.5,46.0,31677.0,Martin Ødegaard,4-3-3,4-2-3-1,John Brooks,Match Report,,3.0,19.0,6.0,31.6,0.11,0.33,12.4,0.0,1.0,1.0,3.4,2.6,0.14,-0.4,-0.6,Match Report,2.0,0.0,2.0,100.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,2.0,11.0,18.2,32.0,4.0,31.3,30.3,6.0,16.7,16.3,15.0,0.0,0.0,1.0,32.0,Match Report,387.0,475.0,81.5,5601.0,2043.0,216.0,237.0,91.1,134.0,154.0,87.0,18.0,46.0,39.1,2.0,2.5,2.3,18.0,25.0,13.0,1.0,41.0,Match Report,37.0,26.0,6.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,Match Report,14.0,9.0,7.0,5.0,2.0,8.0,13.0,61.5,5.0,12.0,1.0,11.0,7.0,21.0,20.0,0.0,Match Report,46.0,592.0,68.0,181.0,219.0,194.0,48.0,591.0,25.0,9.0,36.0,13.0,52.0,250.0,1538.0,892.0,24.0,10.0,11.0,9.0,6.0,385.0,41.0,Match Report,2.0,0.0,0.0,13.0,13.0,2.0,14.0,7.0,9.0,1.0,0.0,0.0,46.0,10.0,9.0,52.6,Match Report
2024-04-03,19:30,Matchweek 31,Wed,Home,W,2.0,0.0,Luton Town,0.7,0.3,58.0,60262.0,Martin Ødegaard,4-3-3,3-4-3,Craig Pawson,Match Report,,1.0,13.0,4.0,30.8,0.08,0.25,17.8,0.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3,Match Report,1.0,0.0,1.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,6.0,19.0,31.6,64.0,8.0,23.4,25.8,7.0,57.1,41.9,13.0,1.0,7.7,0.0,4.0,Match Report,567.0,642.0,88.3,8017.0,2864.0,328.0,345.0,95.1,204.0,217.0,94.0,14.0,47.0,29.8,1.0,0.5,0.9,9.0,30.0,12.0,0.0,39.0,Match Report,20.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,10.0,8.0,1.0,8.0,1.0,1.0,4.0,25.0,3.0,7.0,1.0,6.0,10.0,20.0,18.0,0.0,Match Report,58.0,738.0,85.0,247.0,341.0,155.0,32.0,738.0,16.0,7.0,43.8,8.0,50.0,546.0,2495.0,1003.0,18.0,14.0,9.0,19.0,9.0,562.0,39.0,Match Report,1.0,0.0,0.0,12.0,8.0,1.0,4.0,10.0,8.0,0.0,0.0,0.0,49.0,12.0,21.0,36.4,Match Report
2024-03-31,16:30,Matchweek 30,Sun,Away,D,0.0,0.0,Manchester City,0.7,1.0,28.0,52178.0,Martin Ødegaard,4-3-3,4-1-4-1,Anthony Taylor,Match Report,,0.0,6.0,2.0,33.3,0.0,0.0,14.2,0.0,0.0,0.0,0.7,0.7,0.11,-0.7,-0.7,Match Report,1.0,0.0,1.0,100.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,10.0,26.0,38.5,29.0,3.0,58.6,42.3,10.0,90.0,57.4,25.0,2.0,8.0,0.0,5.3,Match Report,202.0,288.0,70.1,3475.0,1709.0,102.0,120.0,85.0,71.0,90.0,78.9,20.0,51.0,39.2,0.0,0.7,0.6,6.0,11.0,7.0,2.0,20.0,Match Report,12.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,20.0,6.0,12.0,5.0,3.0,6.0,26.0,23.1,20.0,14.0,4.0,10.0,5.0,25.0,28.0,0.0,Match Report,28.0,406.0,73.0,187.0,147.0,77.0,12.0,406.0,12.0,9.0,75.0,2.0,16.7,216.0,978.0,422.0,11.0,7.0,4.0,20.0,11.0,200.0,20.0,Match Report,2.0,0.0,0.0,20.0,9.0,1.0,9.0,5.0,6.0,0.0,0.0,0.0,40.0,10.0,16.0,38.5,Match Report
2024-03-09,17:30,Matchweek 28,Sat,Home,W,2.0,1.0,Brentford,1.3,1.0,71.0,60331.0,Martin Ødegaard,4-3-3,3-5-2,Robert Jones,Match Report,,2.0,17.0,5.0,29.4,0.12,0.4,16.4,0.0,0.0,0.0,1.3,1.3,0.08,0.7,0.7,Match Report,4.0,1.0,3.0,75.0,0.0,1.4,0.4,0.0,0.0,0.0,0.0,6.0,24.0,25.0,36.0,5.0,66.7,47.1,2.0,0.0,9.5,11.0,5.0,45.5,0.0,4.8,Match Report,487.0,612.0,79.6,7288.0,2781.0,284.0,314.0,90.4,168.0,201.0,83.6,23.0,63.0,36.5,2.0,1.1,1.6,14.0,44.0,22.0,4.0,67.0,Match Report,33.0,32.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,8.0,4.0,6.0,1.0,1.0,2.0,2.0,100.0,0.0,11.0,3.0,8.0,2.0,10.0,8.0,1.0,Match Report,71.0,709.0,41.0,142.0,279.0,294.0,46.0,709.0,19.0,9.0,47.4,8.0,42.1,450.0,2056.0,978.0,19.0,21.0,8.0,14.0,5.0,487.0,67.0,Match Report,2.0,0.0,0.0,9.0,10.0,1.0,28.0,2.0,4.0,0.0,0.0,0.0,46.0,19.0,22.0,46.3,Match Report
2024-03-04,20:00,Matchweek 27,Mon,Away,W,6.0,0.0,Sheffield Utd,2.3,0.2,80.0,29157.0,Martin Ødegaard,4-3-3,4-5-1,Samuel Barrott,Match Report,,5.0,22.0,9.0,40.9,0.23,0.56,15.6,1.0,0.0,0.0,2.3,2.3,0.11,2.7,2.7,Match Report,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,20.0,24.0,1.0,20.8,24.7,4.0,0.0,16.3,3.0,0.0,0.0,2.0,25.3,Match Report,844.0,936.0,90.2,12638.0,3289.0,473.0,503.0,94.0,321.0,351.0,91.5,36.0,52.0,69.2,4.0,1.4,2.1,18.0,62.0,20.0,1.0,66.0,Match Report,36.0,29.0,2.0,1.0,3.0,1.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,Match Report,7.0,6.0,2.0,3.0,2.0,5.0,7.0,71.4,2.0,4.0,1.0,3.0,4.0,11.0,7.0,0.0,Match Report,80.0,1011.0,35.0,128.0,527.0,358.0,50.0,1011.0,17.0,10.0,58.8,5.0,29.4,540.0,2833.0,1669.0,29.0,26.0,11.0,6.0,9.0,839.0,66.0,Match Report,0.0,0.0,0.0,4.0,11.0,5.0,17.0,4.0,6.0,0.0,0.0,0.0,44.0,10.0,7.0,58.8,Match Report
2024-02-24,20:00,Matchweek 26,Sat,Home,W,4.0,1.0,Newcastle Utd,2.8,0.2,55.0,60298.0,Martin Ødegaard,4-3-3,4-3-3,Paul Tierney,Match Report,,3.0,18.0,7.0,38.9,0.17,0.43,13.8,0.0,0.0,0.0,2.8,2.8,0.16,0.2,0.2,Match Report,2.0,1.0,1.0,50.0,0.0,0.7,-0.3,0.0,0.0,0.0,0.0,6.0,16.0,37.5,27.0,3.0,48.1,36.0,3.0,100.0,62.3,3.0,1.0,33.3,4.0,22.5,Match Report,492.0,593.0,83.0,7339.0,2408.0,300.0,319.0,94.0,158.0,186.0,84.9,25.0,56.0,44.6,3.0,2.5,2.8,13.0,35.0,10.0,0.0,57.0,Match Report,30.0,25.0,4.0,0.0,0.0,1.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,Match Report,11.0,9.0,4.0,4.0,3.0,5.0,12.0,41.7,7.0,12.0,0.0,12.0,9.0,20.0,7.0,0.0,Match Report,55.0,680.0,31.0,127.0,313.0,245.0,47.0,680.0,13.0,4.0,30.8,7.0,53.8,381.0,1656.0,831.0,17.0,12.0,11.0,13.0,4.0,488.0,56.0,Match Report,1.0,0.0,0.0,15.0,5.0,3.0,14.0,9.0,9.0,0.0,0.0,0.0,47.0,14.0,6.0,70.0,Match Report
2024-02-17,15:00,Matchweek 25,Sat,Away,W,5.0,0.0,Burnley,2.3,0.3,64.0,21311.0,Martin Ødegaard,4-3-3,4-4-2,Jarred Gillett,Match Report,,5.0,15.0,6.0,40.0,0.27,0.67,16.8,1.0,1.0,1.0,2.3,1.5,0.1,2.7,2.5,Match Report,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,58.3,31.0,6.0,35.5,28.0,6.0,16.7,20.0,10.0,0.0,0.0,2.0,21.3,Match Report,543.0,636.0,85.4,8550.0,2967.0,293.0,324.0,90.4,201.0,226.0,88.9,37.0,58.0,63.8,2.0,0.9,1.4,8.0,37.0,12.0,0.0,41.0,Match Report,27.0,18.0,3.0,2.0,1.0,2.0,1.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,Match Report,15.0,11.0,9.0,3.0,3.0,6.0,17.0,35.3,11.0,16.0,3.0,13.0,5.0,20.0,13.0,0.0,Match Report,64.0,745.0,53.0,215.0,358.0,176.0,37.0,744.0,16.0,5.0,31.3,7.0,43.8,528.0,2274.0,1125.0,16.0,10.0,8.0,21.0,10.0,540.0,41.0,Match Report,1.0,0.0,0.0,8.0,11.0,1.0,10.0,5.0,11.0,1.0,0.0,0.0,44.0,20.0,8.0,71.4,Match Report
2024-02-11,14:00,Matchweek 24,Sun,Away,W,6.0,0.0,West Ham,3.6,0.2,70.0,62475.0,Martin Ødegaard,4-3-3,4-2-3-1,Craig Pawson,Match Report,,6.0,24.0,11.0,45.8,0.21,0.45,16.0,0.0,1.0,1.0,3.6,2.8,0.12,2.4,2.2,Match Report,1.0,0.0,1.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,29.0,9.0,0.0,19.5,1.0,0.0,24.0,8.0,2.0,25.0,1.0,11.7,Match Report,673.0,738.0,91.2,10775.0,3599.0,342.0,366.0,93.4,304.0,329.0,92.4,24.0,36.0,66.7,5.0,2.8,3.0,24.0,41.0,27.0,5.0,83.0,Match Report,49.0,43.0,3.0,1.0,0.0,2.0,0.0,12.0,8.0,2.0,0.0,0.0,2.0,0.0,Match Report,12.0,7.0,4.0,6.0,2.0,5.0,9.0,55.6,4.0,12.0,4.0,8.0,5.0,17.0,16.0,1.0,Match Report,70.0,847.0,44.0,227.0,392.0,236.0,44.0,846.0,24.0,8.0,33.3,10.0,41.7,504.0,2846.0,1493.0,27.0,24.0,5.0,15.0,11.0,668.0,83.0,Match Report,0.0,0.0,0.0,11.0,17.0,2.0,24.0,5.0,7.0,1.0,0.0,0.0,37.0,12.0,11.0,52.2,Match Report
2024-02-04,16:30,Matchweek 23,Sun,Home,W,3.0,1.0,Liverpool,3.5,0.4,43.0,60374.0,Martin Ødegaard,4-3-3,4-3-3,Anthony Taylor,Match Report,,3.0,15.0,7.0,46.7,0.2,0.43,14.2,0.0,0.0,0.0,3.5,3.5,0.25,-0.5,-0.5,Match Report,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,15.0,29.0,6.0,58.6,41.1,9.0,33.3,32.0,17.0,2.0,11.8,2.0,19.0,Match Report,326.0,430.0,75.8,5776.0,2178.0,130.0,149.0,87.2,168.0,200.0,84.0,24.0,59.0,40.7,1.0,2.3,1.2,10.0,26.0,7.0,0.0,41.0,Match Report,27.0,19.0,2.0,2.0,3.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,Match Report,21.0,11.0,10.0,7.0,4.0,8.0,17.0,47.1,9.0,10.0,2.0,8.0,11.0,32.0,26.0,0.0,Match Report,43.0,548.0,68.0,195.0,201.0,155.0,30.0,548.0,15.0,8.0,53.3,5.0,33.3,268.0,1377.0,768.0,23.0,10.0,14.0,9.0,6.0,323.0,41.0,Match Report,6.0,0.0,0.0,11.0,10.0,3.0,12.0,11.0,11.0,0.0,0.0,1.0,36.0,18.0,22.0,45.0,Match Report
2024-01-30,19:30,Matchweek 22,Tue,Away,W,2.0,1.0,Nott'ham Forest,1.2,0.5,73.0,29387.0,Martin Ødegaard,4-3-3,4-2-3-1,Simon Hooper,Match Report,,2.0,19.0,3.0,15.8,0.11,0.67,17.6,0.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8,Match Report,3.0,1.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.3,21.0,1.0,33.3,31.6,2.0,0.0,14.0,12.0,1.0,8.3,1.0,14.7,Match Report,688.0,797.0,86.3,11132.0,3167.0,345.0,381.0,90.6,311.0,343.0,90.7,27.0,57.0,47.4,2.0,1.2,1.7,18.0,78.0,28.0,3.0,83.0,Match Report,35.0,29.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Match Report,16.0,8.0,5.0,5.0,6.0,6.0,11.0,54.5,5.0,6.0,3.0,3.0,5.0,21.0,13.0,0.0,Match Report,73.0,890.0,32.0,138.0,365.0,391.0,54.0,890.0,16.0,7.0,43.8,8.0,50.0,535.0,2368.0,1235.0,32.0,23.0,7.0,14.0,7.0,679.0,83.0,Match Report,1.0,0.0,0.0,7.0,5.0,3.0,24.0,5.0,8.0,0.0,0.0,0.0,47.0,18.0,20.0,47.4,Match Report
2024-01-20,12:30,Matchweek 21,Sat,Home,W,5.0,0.0,Crystal Palace,3.3,0.3,60.0,60284.0,Martin Ødegaard,4-3-3,3-4-3,Paul Tierney,Match Report,,5.0,21.0,7.0,33.3,0.24,0.71,16.7,0.0,0.0,0.0,3.3,3.3,0.16,1.7,1.7,Match Report,5.0,0.0,5.0,100.0,1.0,0.6,0.6,0.0,0.0,0.0,0.0,2.0,9.0,22.2,31.0,5.0,29.0,29.4,5.0,0.0,14.0,14.0,2.0,14.3,1.0,12.3,Match Report,504.0,599.0,84.1,8305.0,2898.0,250.0,273.0,91.6,207.0,242.0,85.5,34.0,58.0,58.6,5.0,3.1,1.8,16.0,37.0,15.0,1.0,58.0,Match Report,36.0,28.0,4.0,1.0,0.0,2.0,1.0,9.0,6.0,2.0,1.0,0.0,0.0,0.0,Match Report,17.0,11.0,6.0,6.0,5.0,11.0,24.0,45.8,13.0,9.0,2.0,7.0,9.0,26.0,19.0,1.0,Match Report,60.0,712.0,69.0,247.0,261.0,208.0,40.0,712.0,11.0,6.0,54.5,3.0,27.3,434.0,1811.0,972.0,24.0,20.0,9.0,20.0,8.0,501.0,57.0,Match Report,0.0,0.0,0.0,8.0,12.0,5.0,16.0,9.0,11.0,0.0,0.0,0.0,49.0,17.0,19.0,47.2,Match Report
2023-12-31,14:00,Matchweek 20,Sun,Away,L,1.0,2.0,Fulham,1.6,1.2,60.0,24444.0,Martin Ødegaard,4-3-3,4-2-3-1,Joshua Smith,Match Report,,1.0,13.0,3.0,23.1,0.08,0.33,15.4,1.0,0.0,0.0,1.6,1.6,0.13,-0.6,-0.6,Match Report,4.0,2.0,2.0,50.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,7.0,28.6,23.0,4.0,30.4,28.6,5.0,0.0,15.8,14.0,0.0,0.0,2.0,27.5,Match Report,576.0,670.0,86.0,8801.0,2696.0,335.0,364.0,92.0,213.0,245.0,86.9,25.0,47.0,53.2,0.0,0.5,0.6,8.0,43.0,5.0,1.0,66.0,Match Report,23.0,18.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,13.0,9.0,3.0,8.0,2.0,6.0,13.0,46.2,7.0,15.0,6.0,9.0,7.0,20.0,14.0,1.0,Match Report,60.0,766.0,53.0,190.0,396.0,185.0,19.0,766.0,15.0,6.0,40.0,8.0,53.3,532.0,3079.0,1603.0,29.0,23.0,8.0,15.0,7.0,569.0,66.0,Match Report,1.0,0.0,0.0,10.0,11.0,0.0,20.0,7.0,9.0,0.0,0.0,0.0,49.0,10.0,10.0,50.0,Match Report
